"Gene","KO1","KO2","KO3","KOGFP1","KOGFP2","KOGFP3","RE1","RE2","RE3","WT1","WT2","WT3","RND1","RND2","RND3"
"PPP2R3C",18.4456251648564,21.6563991121091,21.6415023183732,21.6500476888041,21.6426286196024,21.6310842228585,21.5185772834205,21.5741749594177,18.3839067523094,22.0030377967331,21.6202900888709,21.8229655906045,21.8122556616666,21.4436108397529,20.9086689462692
"PPP2R5A",21.5394825903654,18.0775824511171,21.3810924399816,18.3173728641988,21.6940862033681,21.3594755850557,18.2083725007517,21.4840922143308,21.7181787308407,21.4322406210347,21.3867824082504,21.5709961663043,22.590601897005,NA,NA
"PPP2R5B",20.4021637397228,20.759045370475,20.5809412213487,20.1046013128389,21.4725520264687,20.4204084822734,20.8396735952321,21.0352891003618,20.6158415373538,20.2980368293773,20.8484739457696,20.8981046138271,24.0080369373594,24.0190677320866,25.548341081495
"PPP2R5C",24.7215511828514,24.5699721028648,24.6654609456961,24.6747085430377,24.700348008785,24.4944450903948,24.4702251110336,24.5099556932245,24.7148309653919,24.6701072317556,24.6702840466913,24.7170211421088,20.236202264203,20.8961490749983,23.2526160629988
"PPP2R5D",24.6024456631028,24.3120770120434,24.4636679857654,24.4840505308158,24.3300409150361,24.2463352706003,24.2693292487829,24.3206152012641,24.3813542870312,21.0339875193096,24.1308658039456,24.2739574749844,22.7128053075287,20.877059413969,20.6049296057086
"PPP2R5E",24.0745111978526,23.8957961197298,23.9497263653917,24.2416467413818,24.1973978172664,23.9857374654634,23.83915130014,23.6952122524166,20.5943164021312,24.0421215757443,24.0615632776522,24.156165726884,26.1627822412802,24.8794356889854,22.0101541539711
"PPP3CA",24.9944519343678,24.5787898706221,24.7161487157471,24.3010806992076,24.1233121772087,23.9151795993926,24.7783387638976,24.2853070343496,24.86693694355,24.9339273849468,24.7424687798021,24.8764739956371,22.2965785060822,22.9908149830468,23.9217966365003
"PPP3CB",24.1832054903449,23.9767535059614,24.0205414611888,24.0863046297231,24.0036018043646,20.6049585536903,24.2032395544337,23.7667598957814,24.0824939097509,24.255536346624,24.0838884618486,20.9507481015789,22.6446709097968,22.0447436291507,22.3936342414975
"PPP3CC",21.6797412344623,21.706921739412,21.723033434777,21.8247967954577,21.7507294725567,21.5616016693251,21.727012619786,21.4931870036994,21.5626621391447,21.6015722257537,18.1904998921022,21.6550096135299,20.8466281928371,21.6572172508013,21.1681762925746
"PPP3R1",19.802631532279,19.0846501069408,19.5718211420474,19.7702993279071,19.2830634768856,18.8799989743822,19.7121457627235,18.8614534716953,19.9471788894661,19.5963171687755,19.7210741491201,19.6056730228769,23.2671374319691,20.2644666541069,20.3869707585001
"PPP4C",23.5387760046141,23.4981035576279,23.6529424319578,23.5145801897048,23.7611631493496,23.5471933219016,23.5833438095129,23.3068855276435,23.6710098308154,23.5064723609843,23.6027932026572,23.5979097870035,22.8286914443531,25.8983805177469,22.5778028985288
"PPP4R1",22.7478031018599,22.6758732812673,22.7938876372778,22.4609882534348,22.5372300147603,22.4019375332078,22.736845958074,22.3653468743306,22.8458544765292,22.6660499412039,22.5710153840685,19.3674040859396,21.3142181167865,21.8649308306927,20.7222063385675
"PPP4R2",22.3483607609539,22.3290689988954,22.4101342923651,19.2350722934583,22.6519768493784,19.1990947793566,22.4130101198086,22.3114642382732,22.5455544110911,19.1574653654055,22.5748688104487,22.5380086653926,18.9001946324461,26.5897149007823,23.9151683819223
"PPP4R3A",22.8225653852341,22.8985925311261,22.8714501361332,22.9376767949708,23.1441813284403,22.91200650544,22.8181138393751,22.8876495763055,22.773338851594,22.8664752723353,22.9495713372219,19.6476516516772,21.2132122259196,22.8415942909583,NA
"PPP4R3B",22.4710716005293,22.4754499447892,22.4813104273804,22.5922236495184,22.6661687302246,22.4228780840089,22.5664419861267,22.4628621865341,22.6128034947312,22.5430223773163,22.4684758889459,22.472501455639,25.8246680177048,18.6023871558703,NA
"PPP5C",25.0366478581623,24.501623650623,24.6559142823989,25.2936075840989,25.0050469787592,24.7826781865301,24.600845913283,24.519565651066,24.8618908240233,25.0524319403583,24.7294848688349,24.9193480502296,20.3610667030403,20.7257115715448,17.7105239571745
"PPP6C",24.2339690026497,24.1877091582073,24.2418095012426,24.2388729299639,21.1034831174512,24.1181562026498,24.3799901278617,23.7307090427056,21.0469268149861,24.2626683803246,24.2248591468478,24.3096933874813,25.3049294309407,24.1949394896107,23.1883509942854
"PPP6R1",22.9489296764885,22.7784794391883,22.8588049481009,23.1000310590413,23.1221309669419,22.9328525373995,22.9487361603052,22.6968686464973,23.0128464922897,23.0583111969463,23.0256835085177,23.0182047641254,21.9978579144506,26.7543862066782,21.3779666793089
"PPP6R2",21.8277078662522,21.8584819114095,21.7652193159343,22.1680048564439,21.9675031528509,21.9402662751466,21.4311869230666,21.2777000152232,21.6626114454845,18.6857138009878,21.826501161738,21.9415573939086,23.5402806041902,20.6626588149056,22.3055196243566
"PPP6R3",22.4085850067496,22.3084240272124,22.4108027527875,22.4071829487227,22.5908670631381,22.4036642903831,22.3822118565627,22.1652897775667,22.5315073500426,15.8301437899779,22.555252625172,19.2042033553237,17.4565308905849,22.2518377656848,25.2679240544289
"PPRC1",18.6759570329417,18.7412365433918,18.9764130889663,19.4687214781766,19.2238532392075,19.23521022769,18.9379513389693,19.5918053734936,19.0996406020831,19.0317200460338,19.1104501742672,18.9242064991621,21.8620739217945,23.1609726828535,21.7007165571871
"PPT1",20.3375195530017,23.5783562205254,23.737828791976,24.0450359617399,23.628506504363,20.4940293506692,23.5539146978407,23.2917944697463,20.4151620093451,23.6968691769861,23.6199426546333,23.505329774446,22.8341772458231,23.4137029417707,24.8502508979908
"PPTC7",19.6215189205417,16.2051632307105,19.680694319479,19.526776213052,19.336752793478,16.1743210528688,19.7769807377245,16.379564513628,19.6992250623565,19.4139129825312,19.4570702102189,16.3289904122555,23.230983368341,20.4747882603338,22.6188234707714
"PPWD1",23.1527194812649,23.1092315957477,23.2035327649906,23.2086459182264,23.2448794425216,23.0939502297259,23.0799201108189,23.0440525318013,23.0763184891994,23.0569698885702,23.0705966094218,23.0446715997083,26.6056246632344,24.1525182700722,21.6972335766821
"PQBP1",24.7058742286607,24.1053278831937,24.3862246447119,25.0288204172011,24.4240581705145,24.2368019459676,24.6268938122379,24.3559590863454,24.6551623513467,24.372407379821,23.8192679277608,24.1605061329939,15.1520867433813,20.9500446507447,22.9079430206463
"PRADC1",19.3320802678505,19.9793219154992,19.8066707602886,19.7753820125861,19.8938406866779,16.6730191601446,18.7720954515814,19.4234442356397,19.1200530526069,19.8923693825741,19.5486827064712,19.5978579704527,23.0719557469145,22.9266937716917,25.754380739542
"PRAF2",24.4532303742976,24.593301469068,24.4770446953543,23.9011096759723,24.1169954219967,23.863965328605,23.8908924956013,23.990270280603,23.7225549107054,23.9599853111269,23.7382962979748,23.990954739252,20.6379983341306,15.8011778588035,22.1120780139327
"PRAG1",24.0963263729423,24.0353747734481,23.9706556255416,23.6991115066932,20.0705258592763,23.4869630179578,24.0185468382641,23.9231691407518,24.0743053927896,24.2039753806232,24.1793236324383,20.8302598680621,23.6508950672326,19.9132254410918,22.9703685395946
"PRAME",19.6936758169829,20.2816867055514,20.2066876896063,20.527760472734,20.7948798659929,20.6561166920129,20.2602051559049,20.2287341551067,20.3017596385371,20.0828663010288,20.2687864066103,20.1211578509141,23.1869821338666,27.2685655486947,20.7347493064934
"PRC1",23.0658493188923,22.9177184305214,22.9630791624713,23.1374607150695,23.0372788259314,22.9753735991078,22.7752286748639,22.971136724051,23.0441854736815,23.0098933547894,23.050250224233,23.0473469456428,25.8905078462342,24.3148749340934,22.0837987250993
"PRCC",21.2690895727881,17.687355178037,21.184620535498,21.4639234347529,21.398112687969,21.2054860303355,21.0370166826095,20.9505352513341,21.3082945852316,21.3030610803776,21.2993326878649,17.757018817693,26.0516288222143,21.8922170546836,19.6562642383109
"PRCP",22.2700660084445,22.1679384194664,22.4051017208989,21.6658572133912,21.8818992396491,21.7075971561825,21.7556581862165,22.0997824819389,21.8347576587623,21.8418107850369,21.7930598944737,22.0012425553566,28.1763836393269,20.7934929757192,20.5333943759099
"PRDM10",20.0733819304134,19.6751111113925,19.8101997549624,19.8383298936656,19.6836508842071,19.8129747723604,19.8745326562891,19.5599185074694,19.7053893980491,19.8621863237979,19.843694140608,19.7906619011379,24.9328955989297,22.1756403058445,23.1677873175291
"PRDM15",20.4454655368105,NA,17.4629734870913,20.1652910044896,19.4153724825894,19.6437452360605,13.7148894342315,18.6663384428227,20.2838773824434,19.8340790405461,NA,NA,19.7815646272443,19.2575489803132,23.6427478106039
"PRDM2",17.5387800297006,13.8193807908646,17.55819647061,13.911017407797,17.6396516008075,17.8946993650148,17.2832059435086,17.8553612555694,17.0600309128346,17.6158666760122,17.2837847108097,17.5997385369928,26.4249111844054,21.720167840916,20.866881965739
"PRDX1",30.3979258041745,29.8805735924966,29.9723791476038,30.3868359011281,29.8703097869849,29.8491099966382,23.530579817278,29.5659582057107,30.2062475557312,30.0220821414081,29.7926959539822,29.8410410941872,23.7415381693893,23.7674578891618,20.5790037397793
"PRDX2",22.997939897503,22.4032000876824,22.442493028665,NA,22.1693785281845,22.3780439663258,NA,21.6490206135897,22.5966604443086,22.9378698251451,22.6063706454256,19.1061590683434,19.7424541825938,23.51897160754,22.4790593639106
"PRDX3",28.4755381807306,28.3334378840061,28.393825749035,24.9017492537524,28.1217532184819,28.0575838113065,28.2888353319738,28.0655324393753,28.3340337526056,28.2984190585957,28.4083584320984,28.3759898258971,20.9959568751877,24.6116407138282,23.0318389886438
"PRDX4",26.2244353136043,26.0972580789775,26.2269948522516,22.6690028910915,26.3942924130486,25.9087226980723,22.1981551423758,26.3998344780567,25.5496813066877,26.2405670834701,26.2890303674944,22.9218505595604,23.482482897657,19.3676515007653,24.7589344962358
"PRDX5",27.7967712885615,27.790575739118,27.9311125943706,27.5478869457575,24.5222280104006,17.6266002649987,27.8174074299756,27.5999380968205,27.9828009847767,27.7176140340917,27.8505321717593,27.8876020752194,21.7502150611318,21.2727618971953,17.5997385369928
"PRDX6",25.1229567943462,24.9789270025901,28.4130184753638,28.2264845259022,28.4657694536224,28.1200144686429,28.2664850615804,28.1418329548427,28.2976938684898,28.1763836393269,28.2615953885313,28.3881424545356,24.0855336466675,23.8590050314408,22.194320119091
"PREB",23.5759923767743,23.5382367782898,23.5538521387579,23.3331456573892,23.3993759847797,23.2577818786912,23.6372290431794,23.6106134019006,23.4397635573316,19.8179189300339,23.0122605090593,23.2480985445775,25.2580758250513,19.611756077465,19.8017699221891
"PRELID1",22.0839149112178,18.4203509096851,22.0569941909425,21.7661175891008,21.9552068149547,21.5113863944909,21.7106551138679,21.4031920245792,22.0591916147926,21.6464549958457,21.224281420858,21.7571372675168,21.6020667682969,NA,22.7569111460993
"PRELID3B",20.1732367172613,20.0722268319261,20.022052134766,20.2077638603758,20.2406434502043,20.2183373717309,20.1135208986792,20.4546848519601,20.1933172015356,20.0889577085845,20.1050977262418,20.0914470085837,21.1948662429805,24.23989558454,23.0652739574864
"PRELP",NA,16.333225246633,NA,NA,15.7032547337481,NA,13.8640893941569,15.9765193741158,14.624110035763,NA,NA,14.1553716686986,16.3413972036527,23.7382962979748,19.8327741475157
"PREP",25.0700187559659,25.0412918047566,25.1270908239734,24.9171420433243,25.1866208265371,24.9279941510302,24.9082865109135,24.7783681434059,25.0571726437826,24.8809003435028,24.9916393922735,25.1251419482252,20.5606192473272,19.2103788373909,28.9741476124712
"PREPL",22.5029089943581,22.2790658541396,22.2816954771522,22.5098482005511,22.3374523144736,19.0244931165709,22.4861667524459,22.289389945701,22.5762820422719,19.0498432329054,22.4149997485931,22.3538718189323,NA,22.3943190254678,18.5152262838761
"PREX1",22.2266797144168,22.0744093606833,22.3055126663454,NA,21.613471599373,21.232632302529,22.6895401400975,22.5191435879272,22.6727975858002,22.0914647646337,21.8922170546836,21.9416078971349,21.5009230654276,21.4433523375378,21.1018340066263
"PRICKLE2",20.3779571504859,19.1238208200657,18.8541683369183,20.1962743306568,19.6599105558989,19.8126458119488,19.1820135898156,18.7855514456996,12.6862816551444,19.96884816479,19.8332699914692,19.7169014972767,20.5915269119617,22.0540647086957,21.2675811050526
"PRICKLE3",21.4636645561938,21.0889796993982,21.1830301500707,20.9911751198269,21.2724765879889,21.1227344875094,21.2345753871228,21.4648313870645,21.0344194950122,21.0122842121561,17.8315608511784,17.6287374330673,20.7043621473537,22.9318446386721,19.972310937859
"PRIM1",23.1148977047227,23.1184687285744,23.1591089660019,23.3353040690034,23.358161415961,23.1753936088924,23.1305228033073,23.0926663413025,23.1214951014004,23.1860267108558,23.0890801090745,23.1996254711979,21.3981925573242,21.8432329266611,18.1673593391288
"PRIM2",23.2229951683055,23.2767196486733,23.4714224368556,23.4488713521863,23.6017353166052,23.3785994111113,19.8424623743329,22.9976906614668,23.3632292338276,20.0119192436182,23.4137029417707,23.4870148023425,25.7669038776125,18.8526178951757,22.9878340454827
"PRIMPOL",19.6901600007927,19.9083662314858,19.7394938614579,20.1193122501416,19.5961879358824,20.0988417057262,20.3116906727381,20.4337687980721,19.7877734592353,20.3867497864352,16.8081472005269,19.7697103446759,25.334399121563,21.0225533941851,22.7006998382932
"PRKAA1",19.9874888604257,23.2849068237827,23.4016894201476,19.9236205495121,19.9381624634969,19.8935755775405,23.2024924421317,23.1409398939619,23.2626748312961,23.3314269333482,23.3889520752075,23.3409823168361,22.5097708974981,24.6317004611892,21.4979672904934
"PRKAA2",23.2342365157775,23.0464222968024,22.9867053829031,23.4305340960565,23.2719801521642,23.2255793244073,23.0247894964944,23.1457972201084,23.0883220939083,23.4174857006712,23.3995427501727,23.3931578946287,26.5146866081266,20.4077936647807,22.3238016263262
"PRKAB1",22.0360988056954,21.8854651403156,21.9107495819692,22.0143988703387,21.8120107845594,21.9540873025551,21.8509242896184,21.7851618819536,21.8147952297115,22.0250202350544,21.7551227042985,21.949566706601,19.9950880783682,20.852271178567,21.3857265603437
"PRKAB2",19.0062822429343,19.2391439796247,19.3137909109757,18.3185516358739,19.5314233455857,19.3956324505209,18.712644542411,19.2956882324855,18.6367485118713,18.9652431725569,19.3853337098337,19.2144211069613,27.2252367055938,20.0797191443999,NA
"PRKACA",22.2870779614583,22.5003609905251,22.5000883831437,22.2138230213348,22.2951624385429,22.0902843188628,22.1117033786811,22.1040916077221,22.1801191924434,22.4253882889095,22.5091808421214,22.6011559715066,22.5070087035757,21.7129895567406,25.2078416669096
"PRKACB",21.2270429940341,21.1141223106193,21.0171890163302,21.254937485382,14.1182111075432,20.9642562477807,20.8562651777104,20.7816846803553,20.9986214165506,21.3376703519081,21.2271981535627,21.3857265603437,22.3148600710228,21.9429404001503,21.5529682897362
"PRKAG1",23.1447646518054,23.1290913270894,23.2524587046431,23.2049189946466,23.1727264377688,22.9692886692452,22.8567754269163,22.7100250744837,22.9287831036552,23.09216498583,19.7600344265231,23.3145637454828,25.6041156017332,21.713625224725,21.6837236928891
"PRKAG2",20.3159334130508,20.6298973016931,20.5061806841303,20.0974136363884,20.2261240370855,20.170112106433,20.7970368918874,21.2091022923814,20.5828310939005,20.2523212546785,20.1728547492394,20.329527016315,20.7657441857953,18.4722545255416,20.5584207132687
"PRKAR1A",24.7429011294221,24.4985067428443,24.5584911906762,24.6031231659931,24.3232907919871,24.2945128492952,24.299985349597,24.0545686318065,24.4544205447515,24.8027250495299,24.6937145216172,24.6607125091982,NA,21.9685135234527,23.2280007201337
"PRKAR1B",22.709988066619,22.2858068769719,22.4348768473968,22.295573616771,22.2288145812512,18.8137592751103,22.4481014298799,22.2555735150907,22.440463423531,22.7184530232842,22.5198919978988,22.5995319762305,20.9097766486047,24.756566451372,21.1772418960047
"PRKAR2A",24.3207739049058,23.981454051295,24.0327061993592,24.2815924782176,23.9404295653314,24.0360784260248,23.9590377777502,23.5236049062154,24.0447061976324,24.2033652554059,23.907052387814,24.0223877946282,17.7294282333036,19.430097224656,21.01126138491
"PRKAR2B",19.0986721081016,19.2883817249198,18.7395037502797,19.834819756255,19.6514459139568,19.7697426239572,19.074232945688,18.9211029009135,19.0788908999299,18.4235468220347,NA,21.2570994765305,19.9562740504708,24.850621228368,21.1815945124519
"PRKCA",24.7893710074542,24.8544185283535,24.7397410616698,24.7690518914803,24.6631443161225,24.8274595409381,24.7933529133671,18.2193812553956,24.6579811370244,24.8784945824032,24.8075532781243,24.8498039426516,24.2213501494657,20.6146074090158,21.7040513802184
"PRKCD",22.0803439198671,22.0254684216429,22.0426326091459,22.1997475191854,22.012049892499,22.0251179286134,21.9791502313101,22.0199541008222,22.0477250252098,22.0370042782286,21.8541321839979,21.9853628515221,20.6179023505437,19.0138814830096,24.6254110411333
"PRKCE",19.7995377591242,19.689754040256,19.5543752553694,19.7771782460907,19.2911099800702,16.0851612137827,19.8010230928513,19.4637199271897,19.3824720492894,19.4936268053546,19.286126798225,19.5562010453462,20.7579352274491,20.3738953221878,22.9583518118792
"PRKCH",23.9142447846344,23.0656923950225,23.832385057156,25.0638528129825,25.1249004601959,25.0113875716757,23.5840531138779,23.0113330542041,23.3179841687079,23.7755359368169,23.3816526528644,23.8432241073353,22.0309540024088,18.3473358876651,27.5037358607584
"PRKCI",22.7492462594089,22.9199318741821,19.5166214761019,22.7978667093669,22.9072770691141,22.8467574877352,22.8987375458325,23.067698912173,22.8383693303246,22.7498047908338,22.8669262876371,22.9030944659591,21.9041469058929,20.0038678598022,20.9167286874825
"PRKCQ",20.2782486615647,19.8759757744849,19.97468065628,20.2332346402199,20.0639150888143,20.0451703965075,19.9372143153136,16.3628171017589,20.054957985431,20.0420841596517,19.7264593291049,19.8255861545523,18.1826513726412,23.5133677417261,23.6680667267147
"PRKCSH",27.6005788605688,27.2492460629073,27.3564496613758,27.4511111500871,27.4117981810586,27.1164485625616,27.0562711959773,26.6586362616313,23.8663444307656,27.2810169707661,27.1315959697314,27.2342185594426,27.4527645737778,16.8367284320342,22.3107345283223
"PRKCZ",21.0580161731286,20.3006977565367,20.3789636815814,21.2709300392712,20.5447927917217,20.6219552684829,20.6619615886187,20.3220865853924,20.6281713917806,21.0095081328896,20.6028637536665,20.5510416811813,23.0278160830832,26.9201562969156,19.8629672191464
"PRKD1",21.9542332362538,21.9233964043591,21.8525237946205,18.5399198610293,21.7404461735102,21.8604084380345,22.0073452229287,22.5076482774287,21.9005768232855,18.6375871533277,21.7114901173848,21.7984227544081,24.702269616734,22.3390697975535,24.4160703582374
"PRKD2",21.8774279356704,21.886838961822,21.8388919085367,22.3479140900346,22.0978476053369,22.2095072091384,21.8293778274453,21.9475185156783,21.9896096622659,22.0846072902805,22.0459775750915,22.0891517336069,24.8348636760821,26.1250618772454,24.1600376620753
"PRKD3",21.8831996294221,21.815465387039,21.9756685237784,21.7753599072358,21.8802774280246,21.5436336800826,21.6857651222972,21.7947969915337,21.9668447828429,22.03426667236,21.7912980458349,21.9169327386628,16.6069112008328,20.7257157314464,25.2855414563528
"PRKDC",26.7782975388264,26.6589943669031,26.7801120435466,26.9008866225488,26.9655092182828,26.7593598192546,26.7702719641712,26.49142524707,26.832652767221,26.6779747665787,26.5686228750026,26.6882062008502,22.3550356767483,20.6941538102353,24.3908895552408
"PRKRA",23.018289674681,23.0940918646513,23.0273569814847,19.4728236903892,22.7340263078145,22.6911991144615,23.3887480891165,23.4345198088811,19.9519847167165,22.9206232656018,22.8562596677058,22.8839740822572,20.1907422114147,23.0075134135243,23.5112006959187
"PRKRIP1",22.4835395332302,22.3793648810894,22.19805619761,22.6771649705654,22.4902469088508,19.1073371384977,22.2777896738716,22.2898891497002,22.2268863482651,22.42473731641,22.2228638715875,22.3529895564112,21.4049809289471,23.1949648057864,26.021395555968
"PRKX",21.4951489496749,21.4236411950759,21.1573919645975,21.6921893690515,21.6650179294296,21.4002446745728,21.6076874572207,21.4042372512001,18.142476062351,21.4793228968964,21.4270621498352,21.525189100672,16.8649840887846,NA,23.1257068525991
"PRMT1",25.8116393001055,26.0346626134039,26.0863121220198,26.0314615391612,23.2635842728863,26.2548374768386,26.1416076477077,26.2926684749013,26.225035362422,25.955363411756,26.2226680279186,19.5134018395649,21.2690701629267,18.7477537358595,21.2202590460925
"PRMT3",25.1931477870016,24.9354264929466,25.1224731245817,25.2313295606218,25.3890648922161,25.0427921864898,24.808491328828,24.6668808798823,24.9426090451596,25.0248995879015,21.6321614269647,25.0220610692074,NA,21.0416016723891,22.6372357882795
"PRMT5",25.0778736233507,24.7787120798009,24.8460416299415,25.0662122734471,24.9677086779878,24.889963800559,24.6281684430675,20.9034619142971,24.7297811318562,24.9864845354388,24.8342931927606,24.8572407342437,26.6954933353569,25.1204787231891,24.0658305053603
"PRMT7",19.0424288855007,22.0640766479236,22.1845494113818,22.3884304281072,22.4448180033548,19.0056437361735,18.8168586615797,22.0700917836038,22.2555228043866,22.3376327897557,22.2443455416084,22.318948757698,24.006738684238,21.0409545386606,19.3494648199863
"PRMT9",21.3411077729472,21.3091232574934,21.3328637150525,21.6015237142848,21.3801043085795,21.2121644612283,21.1248501861758,21.2446263069595,21.3955545311582,21.4078823332618,21.2685465690221,14.8763250860632,29.4774514437861,21.9297922399655,23.5987535893758
"PRNP",21.6989920093663,21.8944147993783,21.9991171149416,21.6999206075777,21.5982356431804,21.9985590979655,21.9243507745026,18.6828231766777,18.6673160147448,21.4891477584891,21.9396774883692,21.7227579276709,NA,23.2509356284886,20.3278519319086
"PROCR",24.6431216781841,24.4870752969117,24.6622903571473,25.3151176298274,25.1695109989145,21.9489670937502,25.2215477024179,24.9521468637889,25.2155281489299,24.7419363487427,24.5320948280514,24.7248999533239,23.0578762387245,20.7118207074025,15.7663736159013
"PRORP",23.0315393421723,22.745903238888,22.799716988873,19.6678772991941,19.5011549304513,22.8280454232233,22.5948774340055,19.2804762792339,22.812095222881,22.5617887991733,15.7626415675821,22.6413607521877,23.4480144427802,17.4140492925622,24.2394173093222
"PROSER2",22.4718421373939,22.3628981467603,22.4119094438068,22.2955200889538,22.1669053442143,22.060477921087,22.5845673451328,22.5580109769053,22.7871588797451,22.4987309023392,22.3651858558168,22.3939860977139,22.6688438768691,21.2873984465138,21.8907522555138
"PROSER3",22.614755443366,22.869662177288,22.7566110887136,16.4872590964909,19.8643992752029,23.1359636451301,22.6410237599593,22.199314389327,22.666210564175,23.0248621873484,22.7384745372767,23.232173648973,13.394596668241,20.672482317687,22.232713097114
"PRP4K",22.7750284873348,22.5212043170235,22.5435862484813,22.794442044661,22.5020837181651,22.6481543551393,22.6764179031012,22.7142304224242,22.5510982585944,22.4934164502904,22.2215697166308,22.5463705074405,20.3330286545945,20.9072376377849,17.9281308626312
"PRPF18",21.7332218380605,21.3393003690414,21.5192878292191,21.7004105072536,21.6346807891744,21.5392710060076,21.4762656210324,21.545166697835,21.4396909018853,21.4733985767087,21.4147435509847,21.6045618253141,21.2491342905861,24.1099024512801,20.2284816935577
"PRPF19",26.5557418747785,26.25232179613,26.2840951761954,26.7203862904113,26.3404155747984,26.3984435395258,26.5895703746832,25.8760641176387,26.4820926161771,26.5790358462003,26.3053455596276,26.3694756746672,25.2656627928843,19.5895524025499,22.1471651675866
"PRPF3",24.0361947456268,23.8435145415668,23.875978117253,23.9035540375698,23.8047589912973,23.7537689521177,23.9151561611644,23.8632815010178,23.9030685313845,23.8169567769333,23.6966352125098,23.7063256943396,25.4012625424041,19.8204625811075,20.9310592080672
"PRPF31",24.3403455675151,24.0974245675793,24.1612479265023,24.4892524551425,24.3316244270778,24.2708023920477,24.3902362754569,24.176755550005,24.2451678671259,24.2905853970806,20.7470087391863,24.1800105016546,24.6754590265274,26.8970478244691,22.6872511513598
"PRPF38A",22.0530031200883,21.9613875157238,21.9072944919163,22.2674773792193,21.9616277366879,21.9859836518883,21.8788019462011,22.2585335429829,21.9700303877384,21.8695008434974,15.0894090998707,21.9014141932625,20.4922453774594,25.3618783331138,23.8698946394116
"PRPF38B",22.1580197601136,22.552381805213,22.4038447299958,22.3454320487951,22.430265454314,22.4632711614084,22.4239255591132,22.4991507653108,22.2662775609587,22.1769467916228,22.150042259988,22.3290290215577,21.5947323565428,22.4307044438792,19.9304125075318
"PRPF39",21.875747102006,21.83558013733,21.7956663415568,21.9386847562089,21.9502173412415,21.7839833701593,21.6858797332971,21.9965527921902,21.7876172485391,21.8427067403645,21.8322159260958,18.558192732937,20.6866492728198,23.0153874870432,23.5935229999623
"PRPF4",24.2901504312866,24.2176847085679,24.2568838837333,24.2362481104109,24.3057707165209,24.1634804651528,24.1674700591321,24.194803210339,20.8835732979551,20.7966456652232,24.0344966559043,24.132488590319,19.4724865815282,18.6252379500017,20.1455777056964
"PRPF40A",24.5646213859023,24.2527655375408,17.7025379674315,24.5032997371759,24.3041651717909,24.372432090693,24.626799311137,24.4525292606453,24.6455312360768,24.3925721311679,24.2695788719163,24.2970009696889,23.9645087709329,19.2141246155789,25.5079351223954
"PRPF40B",20.131687432776,19.9938367543272,19.9128089517259,20.5368988542562,19.917825123396,20.1800961191059,20.2307323260646,20.4041935852463,20.1832270750394,20.4293893730324,20.0848356311193,20.1824731613398,22.4902633150486,23.2245705335586,18.1029547615296
"PRPF6",25.1820535353003,25.1068626561175,21.7877124912567,25.1844049202659,25.0797802915993,25.0852637943916,25.1552377387899,25.1084459707344,25.1865660464866,25.1251703327345,25.0105232400114,25.0776472335682,25.8169878942151,18.0041601040014,18.0217119920394
"PRPF8",25.5544408951008,25.5822503950893,22.255461142379,25.5718026292482,25.6490725714632,25.5778258858347,25.7178260671731,25.6851935350824,25.7254085944661,25.5946600401142,25.5412054390964,25.5578769230008,18.7483632159428,20.117480772833,21.1405483413208
"PRPS1",23.71695894059,23.5361326505424,23.7952441201128,23.6627465963266,23.9029081313175,23.5778442638935,23.4654697526738,22.7885546573658,23.6972383498665,20.2578723522322,23.6718634495493,23.7980812601407,20.5086942635961,26.9189696067548,25.2351955801096
"PRPS2",26.6232677916697,26.700550311976,26.7467769762008,26.8285325083388,26.8650515320485,23.4127920671098,26.5002808976921,26.3605119670813,26.5884137730537,26.9663888104649,27.0817749921607,27.0341987156597,20.7005751811923,21.9864809332055,18.5606425683673
"PRPSAP1",23.5143161562621,23.6623051363858,23.6445460467256,23.6908328675516,23.5591060723853,23.6474220840473,23.5694310275059,23.9532889331221,23.6387944979186,23.7941037723995,23.9088022342415,23.8413067335221,23.2461234284216,26.2253254274468,NA
"PRPSAP2",25.0699831623561,24.974003972204,24.980162288706,25.2610479506306,25.1283263976991,25.058997604108,24.8344252856733,24.8754151812759,24.9561740195919,25.0581745535771,25.1381552611199,25.0421252922451,21.499848319543,25.469265484674,20.8137256175838
"PRR11",22.1495461910205,21.9862406482724,21.9560712336307,22.2407531986981,22.1258000098287,22.0717206126289,18.9963245243688,21.995539448767,22.1514287978767,18.7364613905239,21.7535244501216,22.1222317819197,21.1672006715866,22.5704591230819,28.5361144153438
"PRR12",22.3011249481525,22.1376669292835,22.230250049928,22.329960260579,22.4251782472378,22.2825981009609,22.1949879430301,22.4623831966956,22.1382249200225,22.2621579453772,22.0726834876171,22.1995720064347,25.5275971223191,17.7568624978856,20.1305517105608
"PRR14",18.8840393156769,18.76471288037,18.6512444357736,18.5752733258801,18.2356917251863,18.6655510505932,19.1450813431852,16.0031445409827,18.8088856397898,18.9983122072804,18.5416184691402,18.9065530114989,20.0533227063015,23.7296646148702,25.9366884574953
"PRR14L",19.7230009268427,19.4871373840347,19.5580207895123,19.9571955860182,19.5902891621648,19.5121154434812,19.4805673656201,19.3785213600848,19.5389429178935,16.627291629071,19.6024777759382,19.6372793542323,24.6124384475807,24.2715826382711,21.7413678181179
